client_id,first_name,last_name,age,date_of_birth,email,phone,country,monthly_salary_usd,annual_bonus_usd,monthly_expenses_usd,debt_to_income,savings_rate,net_worth_usd,account_balance_usd,account_type,account_age_years,join_date,customer_tenure_days,num_products,is_premium_client,monthly_transactions,avg_transaction_amount_usd,failed_transactions,international_txn_pct,preferred_channel,last_login_days_ago,last_transaction_date,credit_score,num_loans,loan_default_risk,credit_card_limit_usd,payment_on_time_pct
CLI-D53709E6,Charles,Richards,35,1990-06-06,charles25@outlook.com,746-578-9574,Ecuador,288.87,285.16,625.01,2.1636569464184405,-0.0477,3993.3,415.54,savings,17.6,2009-11-08,5974,4,1,22,175.93,1,0.2596,branch,3,2026-03-09,537,2,0.99,547.49,0.1938
CLI-E65AB5A1,Steven,Cervantes,56,1969-11-14,scervantes@outlook.com,31 1455-0818,Brazil,998.0,1871.63,890.04,0.8918231358177227,0.2808,48013.26,1667.34,premium,2.8,2024-03-05,743,2,1,28,92.49,3,0.0404,web,5,2026-03-09,626,0,0.6708,2204.99,0.1089
CLI-7452270D,Karen,Odom,48,1977-08-21,karen79@gmail.com,+55 84 7810-6439,Brazil,1156.02,1167.29,862.18,0.7458151814659979,0.2339,323120.85,1208.38,premium,9.8,2017-11-01,3059,2,1,20,9.66,1,0.2051,app,5,2026-03-12,651,0,0.5116,2656.13,0.263
CLI-A827D68C,Tony,Wells,40,1985-06-04,twells@outlook.com,+56 43 248 9623,Chile,4518.64,10649.56,2627.0,0.5813691306181566,0.4067,230890.62,32920.87,savings,4.4,2022-03-27,1452,2,1,21,15.58,0,0.0816,branch,4,2026-03-11,737,2,0.2264,11753.78,0.8199
CLI-79352291,Jacob,York,50,1975-05-26,jacob98@gmail.com,+573004135440,Colombia,1308.93,4784.38,1250.66,0.9554818369095553,0.1474,16129.93,2640.22,premium,13.5,2013-08-15,4598,2,1,24,228.09,2,0.4722,web,1,2026-03-15,768,2,0.4042,3547.97,0.759
CLI-D9C0892B,Robert,Sanders,57,1969-01-12,sanders.r@yahoo.com,606 643 37 41,Colombia,376.43,873.81,570.83,1.516430253736924,-0.1317,8823.47,564.57,premium,3.9,2023-01-22,1151,5,1,18,12.21,0,0.2329,web,8,2026-03-05,629,3,0.9281,835.67,0.3429
CLI-5E57E82B,Cole,Mcdonald,45,1980-08-22,cole85@icloud.com,727.701.5345x52384,Bolivia,1235.96,6154.34,1286.14,1.040593538396783,-0.1245,34480.96,6557.16,savings,10.5,2016-06-13,3565,3,1,21,400.65,1,0.3449,app,1,2026-03-11,730,0,0.553,3184.41,0.1529
CLI-21EC525B,Tina,Bailey,53,1972-03-20,tina.bailey@icloud.com,0500 640 1081,Brazil,1776.14,6083.72,1275.21,0.7179650846617266,0.0964,38657.11,8749.07,savings,12.8,2014-10-21,4166,5,1,37,325.04,0,0.331,app,1,2026-03-17,750,1,0.2815,4701.55,0.8574
CLI-678DE7D0,Brandon,Melton,36,1989-07-23,melton.b@yahoo.com,708-512-3846,Ecuador,1147.03,2416.74,983.3,0.8572562336406021,0.3367,32566.25,6890.45,checking,16.6,2010-09-17,5661,3,0,16,226.44,0,0.1798,app,9,2026-02-28,551,5,0.7841,2230.64,0.2184
CLI-B0D74E94,Amy,Smith,49,1976-05-26,asmith@hotmail.com,+573234731355,Colombia,1743.81,1345.77,1395.77,0.8004113805006721,0.3044,22769.34,6278.94,savings,13.2,2013-07-10,4634,3,0,21,641.55,0,0.0757,web,0,2026-03-09,480,2,0.8538,2954.22,0.1533
CLI-10B564CD,Danielle,Herrera,46,1979-06-25,danielle13@gmail.com,+1-891-740-0433x236,Panama,2793.11,12097.11,1723.5,0.6170524832391351,0.5491,43936.18,4631.47,savings,11.5,2015-05-15,3960,3,1,25,33.55,0,0.3547,ATM,1,2026-03-11,791,0,0.1662,7797.71,0.7453
CLI-0D50E2C3,Patricia,Ward,30,1995-05-31,pward@gmail.com,+54 9 3943 6459,Argentina,694.22,1805.06,645.06,0.9291811417119971,0.2073,13987.41,1475.46,checking,13.5,2013-01-23,4802,6,0,9,159.71,0,0.1642,web,13,2026-02-28,773,3,0.3746,1894.0,0.8069
CLI-6ADD137C,Taylor,White,38,1988-01-14,taylor39@gmail.com,57 326 757 34 84,Colombia,723.46,1513.78,813.45,1.1243819792814735,-0.0525,8834.51,2150.24,checking,12.6,2014-09-21,4196,4,0,9,45.73,0,0.3422,branch,7,2026-03-01,721,1,0.6332,1840.99,0.145
CLI-8C958BF7,Jon,Garcia,39,1986-06-17,jgarcia@yahoo.com,303 828 43 27,Colombia,344.25,915.8,533.44,1.5495865910609268,0.0261,-5499.96,1690.11,premium,1.7,2025-08-03,227,6,1,34,4.82,3,0.6557,branch,3,2026-03-13,771,0,0.7969,936.76,0.1431
CLI-23F16FEE,Richard,Duncan,45,1980-08-03,richard42@outlook.com,(963)897-1983x1090,Panama,1585.45,6600.64,1617.77,1.0203854423574765,-0.1147,23141.15,3678.14,premium,2.5,2024-01-19,789,6,1,28,10.2,0,0.2407,web,0,2026-03-10,419,1,0.9516,2344.6,0.4605
CLI-BB9364E8,Jeffrey,Carrillo,25,2000-08-31,jeffrey79@outlook.com,+54 15 2239 5441,Argentina,1004.75,141.55,951.68,0.9471778194740981,0.5546,824804.9,709.56,premium,16.6,2010-06-04,5766,2,1,20,63.01,0,0.1764,web,0,2026-03-16,735,1,0.4718,2606.44,0.8316
CLI-5723C13E,Joshua,Washington,24,2001-06-06,joshua70@gmail.com,3280399502,Colombia,1164.16,2461.33,824.86,0.7085443407047687,0.0865,15917.92,3235.35,savings,19.0,2008-08-03,6436,2,1,19,23.13,2,0.2016,app,0,2026-03-08,629,0,0.5336,2584.44,0.5591
CLI-434D18E1,Reginald,Brown,48,1978-01-13,rbrown@yahoo.com,57 606 583 04 74,Colombia,1407.29,4744.49,1210.11,0.859881675033896,0.1599,22380.85,2145.25,checking,16.7,2010-04-06,5825,5,0,16,266.23,2,0.1689,app,5,2026-03-12,656,1,0.585,3258.29,0.3674
CLI-FDAE4A97,Sharon,Moore,33,1992-11-11,sharon60@outlook.com,287-934-8700x89583,Guatemala,364.35,640.0,754.73,2.071466527325731,0.0241,11832.29,2097.68,savings,6.2,2020-01-08,2261,2,0,9,66.18,0,0.007,ATM,3,2026-03-06,720,3,0.9676,925.88,0.5037
CLI-2B76379C,William,Gomez,36,1989-03-20,gomez.w@icloud.com,+56 9 6585 5597,Chile,331.51,425.2,778.06,2.347054328305908,0.0303,17212.26,407.42,checking,14.7,2012-09-23,4924,4,0,8,80.72,0,0.1846,app,3,2026-03-10,669,1,0.99,782.75,0.3749
CLI-9DB779E1,Jeremy,Vargas,54,1972-03-02,jeremy.vargas@outlook.com,449-750-1220,Ecuador,282.29,141.84,589.9,2.0896872437603906,-0.0653,3574.66,525.11,premium,5.6,2021-10-25,1605,3,1,31,19.3,1,0.2742,app,6,2026-03-04,546,4,0.99,543.99,0.1622
CLI-CEA5D4B5,Brandon,Crawford,31,1994-05-04,brandon53@icloud.com,+1-488-298-4013x8345,United States,5738.77,7495.31,5023.68,0.8753937716985258,0.0983,79504.37,34374.94,savings,8.9,2018-02-17,2951,4,1,28,385.12,0,0.3393,app,7,2026-03-04,785,1,0.3137,15899.77,0.7661
CLI-49B5202E,Nicole,Watkins,38,1987-07-05,watkins.n@outlook.com,+1-621-621-1338x508,United States,3761.31,1850.15,3170.07,0.8428083630676151,0.1192,62720.17,7880.67,premium,18.0,2009-07-26,6079,3,1,27,191.97,1,0.1113,web,8,2026-03-06,735,3,0.3951,9757.28,0.9404
CLI-166D31A9,Gerald,Smith,41,1984-07-07,gerald.smith@hotmail.com,573270479375,Colombia,343.24,1192.13,553.55,1.6127071990025514,-0.0517,7060.81,235.29,checking,1.6,2025-04-20,332,2,0,9,31.41,1,0.1676,app,0,2026-03-15,713,3,0.8893,863.75,0.3869
CLI-6C1095FC,Francis,Ray,38,1987-12-13,francis.ray@yahoo.com,57 325 717 16 88,Colombia,643.32,1108.59,655.07,1.01825544627454,-0.0934,-2953.79,2083.98,premium,3.1,2023-11-22,847,4,1,22,4.2,1,0.0738,ATM,1,2026-03-14,602,1,0.7874,1366.87,0.1054
CLI-12F1190F,Elizabeth,Mcmahon,25,2000-06-21,elizabeth41@icloud.com,+54 9 3442 1014,Argentina,420.53,1170.93,574.0,1.3649243035345713,0.0244,5252.89,525.49,savings,16.5,2010-11-28,5589,8,0,12,2.51,1,0.0852,ATM,11,2026-03-06,662,1,0.8586,982.56,0.394
CLI-97B73A7A,Kevin,Rivas,39,1987-01-19,kevin44@hotmail.com,754.479.0288x56406,Mexico,415.67,798.07,696.08,1.6746049395967277,-0.0093,7494.4,1340.75,savings,19.1,2007-08-12,6793,6,0,15,94.41,0,0.268,branch,1,2026-03-14,729,0,0.8932,1069.49,0.3048
CLI-07D9AA5D,Amber,Ayala,39,1987-03-18,ayala.a@icloud.com,225.065.2749,Mexico,586.78,1461.71,854.79,1.4567555047676397,0.0189,35464.35,6118.94,premium,3.8,2023-10-11,889,3,1,24,20.94,1,0.0393,ATM,2,2026-03-06,456,0,0.9811,944.37,0.3545
CLI-899702B7,Rhonda,Smith,46,1979-11-26,rhonda82@hotmail.com,1-584-164-7286x874,Mexico,523.95,1921.33,869.66,1.6598042185035566,-0.076,9959.06,1232.83,premium,15.0,2012-03-22,5109,4,1,21,262.25,0,0.0737,branch,1,2026-03-10,725,1,0.8924,1340.7,0.4619
CLI-374B6237,Rebecca,Long,33,1992-10-20,rlong@gmail.com,(821)582-0715,Paraguay,208.34,410.62,544.74,2.614619976887589,-0.1401,2541.48,195.28,checking,10.8,2016-07-10,3538,2,0,8,9.23,0,0.075,branch,3,2026-03-06,767,0,0.99,563.99,0.196
CLI-A135F70E,Christine,Davis,54,1972-01-28,christine.davis@outlook.com,+54 15 2108 3681,Argentina,913.3,4627.88,971.29,1.0634883604089251,-0.1071,21652.69,1472.93,premium,12.7,2014-06-14,4295,5,1,37,24.23,3,0.0421,web,2,2026-03-09,564,2,0.857,1818.0,0.2877
CLI-56124542,Thomas,Doyle,30,1995-10-26,thomas.doyle@hotmail.com,41 9070 7390,Brazil,421.97,1901.65,483.85,1.146639026619154,-0.1162,9219.96,2869.82,savings,18.8,2008-10-07,6371,1,0,12,35.89,0,0.066,web,7,2026-03-09,749,1,0.5886,1115.49,0.5747
CLI-FAD20DB2,Renee,Griffin,30,1995-06-24,renee78@hotmail.com,001-619-749-2996x0620,Uruguay,1486.0,8842.85,1476.53,0.9936293020982444,0.0761,30994.49,3321.22,premium,9.5,2017-06-19,3194,4,1,28,209.42,0,0.1146,app,16,2026-03-01,736,0,0.5043,3860.1,0.5056
CLI-3AD2C5A9,Michael,Nunez,35,1991-02-07,mnunez@outlook.com,362.313.1902,Venezuela,189.44,96.48,105.37,0.5561962138101211,0.272,5153.99,573.24,premium,19.0,2007-10-08,6736,4,1,23,60.72,1,0.0976,ATM,1,2026-03-14,756,1,0.1859,505.47,0.9513
CLI-9404B6E4,Donald,Taylor,46,1979-07-14,taylor.d@icloud.com,573067296126,Colombia,1791.37,4186.86,1714.3,0.9569764260842348,0.4286,78433.24,7462.08,premium,8.2,2018-07-26,2792,4,1,23,180.29,2,0.167,branch,0,2026-03-18,753,1,0.4385,4760.83,0.8372
CLI-049DBBD7,Danielle,Sherman,59,1967-01-16,danielle.sherman@hotmail.com,3153210186,Colombia,498.69,1037.95,590.8,1.1847038751499683,-0.099,77998.25,2897.45,premium,5.9,2021-08-10,1681,5,1,27,9.36,0,0.2236,ATM,8,2026-03-07,618,4,0.8407,1087.73,0.3097
CLI-D0E6CAC8,Richard,Velasquez,43,1982-07-06,richard66@outlook.com,573250598105,Colombia,823.76,428.9,763.45,0.9267848552590894,0.5967,13415.27,336.76,premium,2.2,2024-06-13,643,3,1,22,32.81,1,0.3561,web,4,2026-03-09,742,1,0.4408,2157.28,0.9866
CLI-54DAF7E1,Donna,Cisneros,41,1984-12-12,donna22@gmail.com,+57 308 976 33 24,Colombia,673.67,1469.04,757.99,1.1251712836011762,-0.0515,84947.33,647.58,checking,6.7,2020-04-06,2172,1,0,8,94.46,2,0.0906,web,5,2026-03-03,684,3,0.7078,1626.32,0.295
CLI-739B41BC,Nathan,Johnson,27,1998-04-09,nathan26@gmail.com,656.957.2381x46820,Mexico,424.14,397.84,732.94,1.7280556573048493,0.0069,15450.72,4273.18,checking,8.5,2018-12-18,2647,3,0,15,224.07,3,0.0756,ATM,1,2026-03-09,818,2,0.8138,1224.52,0.2521
CLI-9A72779D,John,West,31,1994-12-31,west.j@outlook.com,(+57) 329 390 43 95,Colombia,1035.04,2151.9,940.45,0.9086100330493891,0.2316,83124.2,763.05,premium,3.8,2023-06-14,1008,6,1,18,82.49,1,0.0745,branch,1,2026-03-17,599,1,0.7326,2188.2,0.2207
CLI-11CFA974,Brent,Hernandez,37,1988-11-05,bhernandez@hotmail.com,+57 314 196 02 64,Colombia,253.37,937.48,521.27,2.0572952285249535,-0.0023,3444.09,291.0,premium,12.5,2014-03-11,4390,3,1,22,3.54,0,0.2804,ATM,12,2026-02-27,627,3,0.9852,560.69,0.4291
CLI-E842C19C,Derek,Estes,48,1977-10-19,destes@outlook.com,+57 322 457 46 13,Colombia,1541.51,2629.78,1147.96,0.7446990025166397,0.3732,56462.54,4343.36,savings,11.6,2015-05-06,3969,1,1,30,182.51,4,0.0166,ATM,1,2026-03-07,773,0,0.2562,4205.6,0.9266
CLI-9E7A7336,Valerie,Watson,35,1991-02-14,valerie62@hotmail.com,1-005-056-5936,Mexico,851.43,2643.15,1031.49,1.2114677185260194,-0.1259,114278.94,4327.5,premium,12.2,2014-02-15,4414,5,1,24,274.51,1,0.0239,web,3,2026-03-07,766,1,0.5982,2301.87,0.3207
CLI-EACBB44F,Robert,Snyder,46,1979-05-26,robert.snyder@gmail.com,(+57)6019788214,Colombia,778.12,3314.48,766.35,0.984870154349149,0.2488,9755.97,7718.27,savings,7.1,2019-07-03,2450,4,1,20,159.34,0,0.2569,app,2,2026-03-11,698,2,0.5833,1916.92,0.2025
CLI-7C860B45,James,Huber,33,1992-04-12,james6@hotmail.com,(+57)3208042347,Colombia,486.19,2222.14,682.02,1.4027831550675318,-0.1463,7126.71,3126.11,savings,12.5,2014-04-26,4344,3,0,14,80.91,2,0.1162,app,4,2026-03-13,603,0,0.9208,1034.73,0.2788
CLI-9A1ACF63,Latasha,Munoz,31,1994-09-26,latasha.munoz@gmail.com,+34879359136,Spain,2886.57,2594.41,3597.23,1.2461921919069798,-0.129,-19723.45,7400.48,savings,3.6,2023-11-08,861,3,0,9,215.46,3,0.0182,web,0,2026-03-14,774,1,0.6058,7885.43,0.0536
CLI-6826DCD7,Robin,Harris,60,1966-03-10,rharris@icloud.com,1-459-720-0408x792,Mexico,1076.9,2276.17,1024.59,0.9514241469048835,0.3173,64726.81,1188.29,premium,19.0,2008-09-18,6390,3,1,21,52.88,3,0.0369,ATM,15,2026-02-24,752,1,0.4366,2858.22,0.7708
CLI-B82C4024,Mike,Brown,65,1960-12-13,brown.m@yahoo.com,+56 600 410 049,Chile,4024.28,4701.48,2759.73,0.6857705522846156,0.0526,176872.58,8218.04,premium,8.6,2018-05-16,2863,3,1,27,48.16,1,0.1671,web,8,2026-03-06,580,3,0.6252,8237.94,0.4844
CLI-C381098F,Amanda,Larson,46,1979-10-25,alarson@hotmail.com,+57 308 325 60 39,Colombia,707.58,2163.88,645.92,0.9128571620440407,0.3001,17021.32,2986.07,savings,9.5,2017-07-17,3166,4,0,15,74.79,2,0.3274,ATM,1,2026-03-17,738,0,0.4395,1843.04,0.7318
CLI-A6BBD852,Jill,Donaldson,47,1978-11-13,donaldson.j@icloud.com,(071) 6490-8433,Brazil,433.48,423.72,505.37,1.1658358934425495,-0.0969,6506.39,3781.13,checking,7.7,2019-09-13,2378,5,0,9,9.14,3,0.0209,branch,7,2026-03-07,746,0,0.609,1141.33,0.2495
CLI-56748413,Carrie,Evans,37,1988-07-08,evans.c@gmail.com,+56 9 4768 8486,Chile,810.94,2270.02,988.69,1.2191930552622803,0.0019,12137.31,622.87,checking,10.3,2016-07-22,3526,3,0,14,57.08,2,0.405,app,0,2026-03-11,708,0,0.7208,2026.4,0.1484
CLI-543007ED,Scott,Carr,30,1995-07-24,carr.s@hotmail.com,1-967-818-6624,Mexico,630.6,1607.83,779.01,1.2353632055851458,-0.1495,9110.87,1290.08,premium,7.5,2019-05-01,2513,2,1,25,5.53,3,0.1145,branch,6,2026-03-06,832,0,0.4675,1851.74,0.6744
CLI-0A7782A3,Tristan,Delgado,50,1975-08-01,tristan3@yahoo.com,+54 15 2242 1181,Argentina,473.47,584.21,610.42,1.289242523867154,0.0049,6298.28,1877.05,checking,11.0,2015-08-14,3869,5,0,6,98.54,2,0.1019,app,3,2026-03-05,724,0,0.7336,1209.86,0.0808
CLI-4E6E3F1D,Brett,Thomas,46,1979-08-17,bthomas@icloud.com,+33 (0)6 37 36 44 88,France,8483.79,10461.71,5929.42,0.6989117596084294,0.5328,137084.45,29380.54,premium,15.2,2011-12-03,5219,1,1,19,1017.82,0,0.0904,app,6,2026-03-05,407,3,0.8932,12186.71,0.0362
CLI-E81A030B,John,Martin,32,1993-11-19,jmartin@hotmail.com,343.571.8406,Peru,1696.49,2087.49,1282.23,0.7558125658536864,0.8788,32016.82,6161.27,savings,8.8,2018-10-11,2715,4,1,18,788.94,1,0.0272,app,3,2026-03-07,627,1,0.5731,3754.23,0.2474
CLI-CA162667,Brian,Hubbard,44,1982-02-03,brian.hubbard@gmail.com,+34 924 218 492,Spain,5103.86,11059.14,3880.28,0.760262692623963,0.1854,72579.83,10418.19,premium,19.9,2007-10-18,6726,4,1,27,485.57,3,0.0939,app,4,2026-03-06,714,1,0.3816,12861.73,0.8452
CLI-427AC31B,Morgan,Henderson,33,1992-05-11,morgan.henderson@outlook.com,358.308.0830x59732,Uruguay,892.99,3519.92,1110.97,1.2441052699648676,-0.015,11566.98,3958.27,savings,15.1,2011-03-21,5476,3,0,18,141.88,4,0.0728,app,2,2026-03-14,537,0,0.9294,1692.48,0.643
CLI-AE0026E4,Kristine,Yoder,42,1983-12-08,kyoder@gmail.com,960-376-4701x507,Venezuela,277.77,662.76,151.73,0.5462491626951614,0.3672,3774.82,2030.3,premium,20.0,2007-10-08,6736,5,1,28,24.43,3,0.1969,web,13,2026-02-25,753,2,0.1855,738.21,0.9669
CLI-0C81D06D,Bill,Alvarez,52,1973-10-16,alvarez.b@icloud.com,9313975496,Ecuador,1119.57,551.82,929.31,0.8300658085992546,0.5482,16817.4,7207.83,savings,10.5,2016-06-03,3575,2,1,28,220.56,2,0.3984,app,1,2026-03-14,579,3,0.7219,2287.87,0.207
CLI-AAAF14A5,James,Edwards,36,1989-12-30,edwards.j@yahoo.com,05802167506,Mexico,791.87,1356.43,979.29,1.2366769503601678,0.0041,-90858.38,2813.87,premium,5.9,2021-09-18,1642,2,1,19,167.52,1,0.307,ATM,3,2026-03-14,665,1,0.8009,1858.57,0.25
CLI-B3937CC0,Audrey,Hamilton,38,1987-08-24,audrey.hamilton@yahoo.com,+34 873514920,Spain,2434.95,5605.97,2743.83,1.1268532534261106,-0.1012,29411.14,2662.35,premium,2.0,2025-06-21,270,2,1,23,58.26,0,0.162,app,5,2026-03-05,535,1,0.9041,4597.76,0.403
CLI-581545A4,Erica,Jackson,49,1976-10-05,ejackson@hotmail.com,867.317.6331x758,Venezuela,358.36,580.41,189.33,0.5283159638800314,0.4709,5234.86,590.49,premium,12.5,2014-02-23,4406,2,1,19,41.15,1,0.4738,app,9,2026-02-28,803,3,0.1205,1015.63,0.7432
CLI-140F1CCA,Richard,Washington,36,1989-09-13,richard.washington@icloud.com,847.311.4939x5348,United States,7563.73,22211.86,6527.08,0.8629450139915806,0.1781,-95281.64,8411.62,premium,14.4,2012-04-26,5074,5,1,20,8050.2,2,0.146,web,1,2026-03-16,701,1,0.4858,18713.56,0.8753
CLI-CE4F806A,Patrick,Brown,41,1984-11-13,pbrown@outlook.com,+54 9 3949 6188,Argentina,507.53,783.48,553.36,1.0903065118787185,-0.0086,7080.92,1007.57,checking,8.1,2018-08-08,2779,3,0,11,26.1,0,0.0934,branch,19,2026-02-22,784,3,0.4678,1404.37,0.5329
CLI-D39F408C,Terri,Nelson,47,1979-02-23,nelson.t@hotmail.com,660-239-2447,Canada,987.91,1495.94,2645.39,2.677763866112565,0.0313,32941.68,8464.66,checking,2.8,2024-03-08,740,1,0,6,77.92,1,0.0498,ATM,8,2026-03-10,509,3,0.99,1774.75,0.1903
CLI-003E697F,John,Gordon,47,1979-02-22,gordon.j@yahoo.com,1-592-526-4799x76866,Mexico,2321.45,3780.76,2287.51,0.9853824386227906,0.4739,33010.63,16265.32,savings,13.7,2013-08-05,4608,2,1,26,185.22,1,0.164,ATM,3,2026-03-14,761,2,0.4416,6235.14,0.5678
CLI-D307C0D9,Christopher,Dudley,43,1982-10-07,dudley.c@yahoo.com,1-155-478-6277x478,Mexico,2084.02,3122.87,1384.01,0.664109315359234,0.2742,-9110.58,2989.19,checking,3.4,2023-06-11,1011,2,0,8,250.15,2,0.2822,app,0,2026-03-13,704,1,0.3362,5178.18,0.9745
CLI-2FF47120,Allison,Cortez,43,1983-02-18,acortez@yahoo.com,702.959.0045x75746,Ecuador,472.84,807.85,769.15,1.626653830226993,-0.0264,9600.1,871.83,checking,8.3,2018-07-10,2808,4,0,12,53.77,2,0.0836,branch,1,2026-03-16,698,1,0.9057,1164.86,0.2132
CLI-134F8BA8,Joanne,Miller,47,1978-09-27,jmiller@hotmail.com,+1-896-632-0021x1740,Paraguay,479.69,1973.58,626.1,1.3051972131598724,0.0175,11867.11,786.24,premium,4.5,2022-02-23,1484,4,1,22,57.74,1,0.0934,web,4,2026-03-11,749,1,0.6972,1268.07,0.1853
CLI-70BE454B,Mary,Castillo,36,1989-12-23,mary.castillo@outlook.com,573242474980,Colombia,850.25,2135.58,838.95,0.9867076546315259,0.3041,48502.35,2107.51,premium,11.4,2015-01-26,4069,3,1,21,81.86,0,0.0686,app,2,2026-03-14,781,1,0.3983,2343.69,0.8625
CLI-4B023DEC,Beverly,Lee,56,1969-08-30,beverly.lee@hotmail.com,01 8003 434 140,Colombia,419.14,748.48,580.54,1.3850918847032916,0.0045,8489.9,760.1,premium,6.7,2020-09-15,2010,1,1,28,92.03,1,0.018,branch,7,2026-03-09,545,1,0.9492,806.23,0.1938
CLI-F46750E4,Kevin,Fuller,44,1981-07-14,kfuller@icloud.com,+49(3)8303709790,Mexico,3172.47,20849.84,1887.6,0.5949932925179309,0.3492,130082.46,1606.61,premium,17.0,2010-09-26,5652,4,1,25,1175.16,2,0.0743,app,7,2026-03-01,735,2,0.2369,8229.76,0.6752
CLI-2064F514,Willie,Rios,44,1981-09-01,willie.rios@gmail.com,07078097777,Mexico,946.01,610.21,1060.79,1.121325679205646,-0.0963,13863.12,5073.8,premium,15.5,2011-05-11,5425,6,1,18,353.19,1,0.2155,app,1,2026-03-09,734,0,0.6031,2450.72,0.3
CLI-10512F42,Henry,Townsend,46,1979-03-27,henry.townsend@hotmail.com,1-167-124-2609x516,Mexico,501.83,1504.59,777.46,1.5492538505892197,0.0242,7679.93,9200.12,premium,13.5,2013-11-15,4506,3,1,13,73.37,0,0.1979,app,5,2026-03-13,687,1,0.8937,1216.79,0.2897
CLI-57F8E9B6,Joseph,Reyes,28,1997-08-08,jreyes@icloud.com,018002414909,Colombia,807.9,2715.8,809.15,1.0015461090576525,0.0321,-5470.31,1909.95,savings,19.1,2007-11-16,6697,2,0,9,17.29,0,0.3311,web,1,2026-03-10,767,1,0.4401,2187.03,0.7428
CLI-46B21D01,Dakota,Burch,37,1988-10-15,burch.d@icloud.com,51 0383 9973,Brazil,622.21,3594.61,638.27,1.0258173174751566,-0.1024,-6314.43,3314.82,checking,1.4,2025-10-16,153,3,0,8,147.08,2,0.0572,web,5,2026-03-13,712,1,0.5822,1563.58,0.0975
CLI-A294A663,Kristen,Gibson,22,2003-11-22,kristen73@gmail.com,+1-656-224-1217x693,Ecuador,802.62,2303.51,882.24,1.0991920353444113,-0.1308,14617.74,229.26,savings,17.8,2009-07-18,6087,3,0,16,167.27,0,0.1181,web,7,2026-03-09,760,3,0.5289,2152.91,0.5591
CLI-FB4A2BCD,Daniel,Miller,37,1988-10-19,daniel83@hotmail.com,(227)450-3890x40497,Bolivia,255.83,494.84,566.9,2.215972438867426,-0.1268,3786.06,933.32,premium,6.8,2020-06-23,2094,6,1,25,56.05,0,0.0558,web,0,2026-03-11,735,1,0.9757,663.65,0.2115
CLI-7DBE3CD4,William,Clark,50,1975-10-30,wclark@hotmail.com,(645)973-7909,Paraguay,296.3,958.49,624.53,2.107731293558505,-0.0678,3926.61,4018.48,premium,4.9,2022-01-16,1522,4,1,18,12.58,2,0.0991,app,7,2026-03-11,693,4,0.977,724.71,0.2481
CLI-DE7D3837,Edward,Edwards,27,1998-10-27,edward.edwards@yahoo.com,796-711-8541x77864,Peru,253.81,325.4,402.3,1.58505409582573,-0.1112,7048.84,778.39,premium,17.6,2009-02-25,6230,2,1,28,37.9,1,0.1014,app,6,2026-03-12,804,1,0.7637,720.22,0.4187
CLI-88510862,Angela,Carroll,45,1980-10-13,angela94@gmail.com,(714)920-0657x8537,Ecuador,706.2,1039.16,935.94,1.3253267476416772,-0.0766,48567.19,720.24,savings,9.9,2017-03-18,3287,3,0,14,9.61,1,0.1189,web,8,2026-03-09,755,0,0.6984,1881.82,0.2962
CLI-BE1E9876,Joseph,Kelly,31,1994-10-30,kelly.j@hotmail.com,+55 (021) 6764 4739,Brazil,227.04,231.51,341.23,1.5029399347985541,-0.0096,-863.02,1249.83,checking,3.3,2023-11-13,856,1,0,17,61.21,0,0.1669,ATM,5,2026-03-13,538,4,0.9659,500.0,0.1751
CLI-FEF440EF,Rhonda,Cooper,29,1996-09-11,cooper.r@outlook.com,(853)983-8292x853,Bolivia,458.56,485.61,693.66,1.5126809735798576,0.044,7255.65,1017.16,savings,10.1,2016-09-26,3460,2,0,16,142.09,1,0.0553,ATM,1,2026-03-10,734,1,0.831,1187.94,0.5324
CLI-46F04A12,Michael,Duke,44,1981-05-07,michael47@outlook.com,+56 2 2763 0860,Chile,460.03,1367.66,757.76,1.6471952165444157,0.0135,-2600.4,2018.45,checking,10.6,2016-11-12,3413,1,0,12,42.37,0,0.2231,branch,4,2026-03-10,590,0,0.9646,957.94,0.2215
CLI-106E681C,Cynthia,Miller,57,1969-01-08,miller.c@gmail.com,+54 15 2820 9196,Argentina,1369.4,2544.1,1026.53,0.7496193267631028,0.1823,16488.53,6833.2,checking,16.2,2010-07-26,5714,7,0,18,21.27,1,0.0291,ATM,0,2026-03-16,527,0,0.7659,2547.08,0.1927
CLI-FE5A276A,Kelly,Keller,26,1999-08-22,kelly.keller@icloud.com,+54 15 2751 8870,Argentina,573.9,526.33,627.2,1.092872038799931,-0.0304,29309.43,911.72,savings,5.3,2021-07-04,1718,4,1,18,15.94,0,0.0137,ATM,1,2026-03-17,752,1,0.5423,1523.2,0.1338
CLI-B6F2B0FA,Allison,Miller,50,1976-02-11,allison50@gmail.com,001-625-474-7561,Panama,1285.11,5640.91,1154.51,0.8983716903337816,0.782,23882.5,4095.42,checking,3.9,2023-09-23,907,4,0,9,655.8,1,0.286,branch,0,2026-03-14,589,1,0.7442,2671.52,0.2358
CLI-5DA82F7C,Megan,Walsh,26,1999-07-13,megan.walsh@outlook.com,301 124 98 57,Colombia,1803.94,5637.91,1328.19,0.73626962446648,0.1272,-7611.26,800.76,savings,6.8,2020-07-19,2068,1,1,22,53.82,1,0.2492,web,2,2026-03-08,745,2,0.3022,4743.3,0.8673
